id,Edad,Ingresos,Hijos,Altura,Género,Ciudad,Nivel_Educación
0,34.0,2000.0,1.0,1.65,M,Barcelona,Bachelor
1,36.872093023255815,5000.0,0.0,1.75,Desconocido,Barcelona,Bachelor
2,45.0,3500.0,0.0,1.75,F,Madrid,Bachelor
3,34.0,3500.0,0.6329113924050633,1.75,Desconocido,Valencia,Bachelor
4,25.0,11946.42857142857,1.0,1.8,F,Barcelona,Bachelor
5,25.0,2000.0,0.0,1.7931578947368423,Desconocido,Madrid,Master
6,25.0,3500.0,0.0,1.75,F,Desconocido,Bachelor
7,36.872093023255815,5000.0,1.0,1.65,M,Valencia,Master
8,45.0,2000.0,0.0,1.8,Desconocido,Desconocido,Master
9,45.0,2000.0,0.0,1.65,M,Valencia,PhD
10,25.0,2000.0,1.0,1.75,F,Barcelona,Bachelor
11,36.872093023255815,2000.0,1.0,1.65,Desconocido,Barcelona,PhD
12,36.872093023255815,11946.42857142857,1.0,1.65,Desconocido,Desconocido,PhD
13,25.0,11946.42857142857,0.0,1.7931578947368423,F,Valencia,Bachelor
14,25.0,5000.0,2.0,1.8,M,Madrid,NE
15,25.0,11946.42857142857,0.0,1.75,F,Madrid,NE
16,34.0,11946.42857142857,0.0,1.75,M,Madrid,Bachelor
17,34.0,2000.0,2.0,1.65,F,Valencia,Bachelor
18,34.0,11946.42857142857,1.0,1.65,M,Desconocido,NE
19,25.0,3500.0,0.6329113924050633,1.65,F,Madrid,PhD
20,45.0,11946.42857142857,1.0,1.75,F,Barcelona,Bachelor
21,25.0,11946.42857142857,1.0,1.8,F,Madrid,Bachelor
22,25.0,3500.0,0.0,1.75,M,Desconocido,Master
23,34.0,2000.0,0.0,1.65,F,Valencia,Master
24,34.0,2000.0,0.0,1.7931578947368423,M,Valencia,PhD
25,45.0,3500.0,0.0,1.8,F,Barcelona,Master
26,25.0,11946.42857142857,0.6329113924050633,1.75,F,Barcelona,Master
27,34.0,11946.42857142857,0.0,1.75,Desconocido,Madrid,PhD
28,34.0,2000.0,0.6329113924050633,1.75,F,Madrid,Bachelor
29,25.0,3500.0,1.0,1.65,M,Valencia,Bachelor
30,45.0,3500.0,2.0,1.65,M,Valencia,PhD
31,25.0,2000.0,1.0,1.8,F,Desconocido,NE
32,25.0,2000.0,1.0,1.65,M,Desconocido,Master
33,36.872093023255815,3500.0,1.0,1.65,M,Barcelona,Master
34,36.872093023255815,11946.42857142857,0.0,1.65,M,Valencia,Bachelor
35,36.872093023255815,3500.0,2.0,1.65,F,Desconocido,Master
36,34.0,3500.0,0.0,1.8,M,Valencia,Master
37,25.0,5000.0,0.0,1.8,Desconocido,Madrid,Bachelor
38,45.0,3500.0,1.0,1.75,F,Barcelona,Bachelor
39,34.0,11946.42857142857,0.0,1.65,M,Madrid,Master
40,25.0,11946.42857142857,0.6329113924050633,1.75,M,Desconocido,Bachelor
41,34.0,2000.0,0.6329113924050633,1.75,Desconocido,Barcelona,Master
42,25.0,3500.0,0.6329113924050633,1.65,F,Madrid,Bachelor
43,36.872093023255815,3500.0,0.0,1.75,F,Barcelona,Master
44,25.0,2000.0,0.0,1.65,Desconocido,Barcelona,Bachelor
45,45.0,2000.0,0.6329113924050633,1.75,Desconocido,Madrid,NE
46,34.0,5000.0,1.0,1.75,Desconocido,Madrid,Master
47,34.0,3500.0,0.6329113924050633,1.65,F,Barcelona,PhD
48,34.0,2000.0,0.6329113924050633,1.65,F,Barcelona,PhD
49,25.0,2000.0,0.6329113924050633,1.75,M,Valencia,Master
50,36.872093023255815,11946.42857142857,0.0,1.75,F,Barcelona,Bachelor
51,45.0,2000.0,0.0,1.8,F,Valencia,Master
52,36.872093023255815,2000.0,0.6329113924050633,1.75,F,Barcelona,Master
53,36.872093023255815,3500.0,0.0,1.65,Desconocido,Barcelona,PhD
54,34.0,11946.42857142857,0.0,1.65,M,Valencia,Master
55,36.872093023255815,2000.0,1.0,1.75,F,Barcelona,Bachelor
56,25.0,5000.0,0.6329113924050633,1.65,M,Madrid,Bachelor
57,25.0,5000.0,1.0,1.75,F,Madrid,Master
58,25.0,2000.0,1.0,1.7931578947368423,M,Valencia,PhD
59,34.0,5000.0,0.0,1.75,M,Barcelona,Master
60,34.0,3500.0,1.0,1.65,M,Valencia,Master
61,25.0,5000.0,0.6329113924050633,1.75,M,Madrid,NE
62,36.872093023255815,5000.0,0.0,1.75,F,Madrid,PhD
63,34.0,3500.0,1.0,1.75,F,Madrid,Bachelor
64,25.0,2000.0,0.6329113924050633,1.7931578947368423,Desconocido,Madrid,Bachelor
65,34.0,11946.42857142857,2.0,1.65,F,Barcelona,Bachelor
66,25.0,3500.0,1.0,1.7931578947368423,M,Madrid,Bachelor
67,36.872093023255815,2000.0,2.0,1.7931578947368423,Desconocido,Barcelona,Bachelor
68,25.0,2000.0,0.0,1.65,M,Desconocido,Bachelor
69,36.872093023255815,3500.0,0.0,1.65,Desconocido,Madrid,Bachelor
70,45.0,5000.0,0.6329113924050633,1.65,M,Barcelona,Bachelor
71,25.0,2000.0,0.6329113924050633,1.65,Desconocido,Valencia,NE
72,25.0,3500.0,0.6329113924050633,1.65,M,Madrid,Bachelor
73,36.872093023255815,2000.0,0.6329113924050633,1.75,Desconocido,Barcelona,Master
74,45.0,5000.0,1.0,1.65,F,Valencia,Master
75,45.0,2000.0,1.0,1.65,Desconocido,Desconocido,NE
76,45.0,5000.0,2.0,1.8,M,Madrid,Bachelor
77,25.0,3500.0,1.0,1.65,F,Desconocido,Master
78,34.0,11946.42857142857,2.0,1.8,Desconocido,Barcelona,NE
79,25.0,2000.0,2.0,1.65,F,Madrid,NE
80,36.872093023255815,3500.0,0.6329113924050633,1.65,M,Barcelona,NE
81,45.0,2000.0,0.0,1.75,M,Desconocido,Bachelor
82,34.0,11946.42857142857,0.0,1.75,F,Barcelona,Bachelor
83,25.0,11946.42857142857,0.0,1.8,M,Madrid,PhD
84,34.0,2000.0,1.0,1.8,F,Barcelona,NE
85,34.0,5000.0,0.0,1.8,Desconocido,Madrid,Master
86,45.0,11946.42857142857,1.0,1.65,M,Madrid,Master
87,45.0,3500.0,1.0,1.65,M,Madrid,Bachelor
88,36.872093023255815,3500.0,0.0,1.8,Desconocido,Madrid,PhD
89,34.0,2000.0,1.0,1.8,Desconocido,Madrid,Bachelor
90,25.0,2000.0,0.0,1.7931578947368423,F,Madrid,Master
91,45.0,11946.42857142857,0.0,1.75,M,Barcelona,Master
92,45.0,11946.42857142857,0.6329113924050633,1.65,M,Madrid,Master
93,34.0,5000.0,0.0,1.8,M,Madrid,Bachelor
94,45.0,3500.0,0.0,1.65,F,Valencia,Bachelor
95,34.0,3500.0,1.0,1.7931578947368423,F,Barcelona,PhD
96,34.0,5000.0,2.0,1.8,F,Barcelona,Bachelor
97,34.0,11946.42857142857,0.0,1.75,M,Madrid,Master
98,25.0,11946.42857142857,1.0,1.8,Desconocido,Madrid,Bachelor
99,25.0,5000.0,0.0,1.8,Desconocido,Madrid,Master
